time,pwm,posLeft,posRight
359,0,-20,164
360,0,-20,164
361,0,-20,164
362,0,-20,164
363,0,-20,164
364,0,-20,164
365,0,-20,164
366,0,-20,164
367,0,-20,164
368,0,-20,164
369,0,-20,164
370,0,-20,164
371,0,-20,164
372,0,-20,164
373,0,-20,164
374,0,-20,164
375,0,-20,164
376,0,-20,164
377,0,-20,164
378,0,-20,164
379,0,-20,164
380,0,-20,164
381,0,-20,164
382,0,-20,164
383,0,-20,164
384,0,-20,164
385,0,-20,164
386,0,-20,164
387,0,-20,164
388,0,-20,164
389,0,-20,164
390,0,-20,164
391,0,-20,164
392,0,-20,164
393,0,-20,164
394,0,-20,164
395,0,-20,164
396,0,-20,164
397,0,-20,164
398,0,-20,164
399,0,-20,164
400,0,-20,164
401,0,-20,164
402,0,-20,164
403,0,-20,164
404,0,-20,164
405,0,-20,164
406,0,-20,164
407,0,-20,164
408,0,-20,164
409,0,-20,164
410,0,-20,164
411,0,-20,164
412,0,-20,164
413,0,-20,164
414,0,-20,164
415,0,-20,164
416,0,-20,164
417,0,-20,164
418,0,-20,164
419,0,-20,164
420,0,-20,164
421,0,-20,164
422,0,-20,164
423,0,-20,164
424,0,-20,164
425,0,-20,164
426,0,-20,164
427,0,-20,164
428,0,-20,164
429,0,-20,164
430,0,-20,164
431,0,-20,164
432,0,-20,164
433,0,-20,164
434,0,-20,164
435,0,-20,164
436,0,-20,164
437,0,-20,164
438,0,-20,164
439,0,-20,164
440,0,-20,164
441,0,-20,164
442,0,-20,164
443,0,-20,164
444,0,-20,164
445,0,-20,164
446,0,-20,164
447,0,-20,164
448,0,-20,164
449,0,-20,164
450,0,-20,164
451,0,-20,164
452,0,-20,164
453,0,-20,164
454,0,-20,164
455,0,-20,164
456,0,-20,164
457,0,-20,164
458,0,-20,164
459,0,-20,164
460,0,-20,164
461,0,-20,164
462,0,-20,164
463,0,-20,164
464,0,-20,164
465,0,-20,164
466,0,-20,164
467,0,-20,164
468,0,-20,164
469,0,-20,164
470,0,-20,164
471,0,-20,164
472,0,-20,164
473,0,-20,164
474,0,-20,164
475,0,-20,164
476,0,-20,164
477,0,-20,164
478,0,-20,164
479,0,-20,164
480,0,-20,164
481,0,-20,164
482,0,-20,164
483,0,-20,164
484,0,-20,164
485,0,-20,164
486,0,-20,164
487,0,-20,164
488,0,-20,164
489,0,-20,164
490,0,-20,164
491,0,-20,164
492,0,-20,164
493,0,-20,164
494,0,-20,164
495,0,-20,164
496,0,-20,164
497,0,-20,164
498,0,-20,164
499,0,-20,164
500,0,-20,164
501,0,-20,164
502,0,-20,164
503,0,-20,164
504,0,-20,164
505,0,-20,164
506,0,-20,164
507,0,-20,164
508,0,-20,164
509,0,-20,164
510,0,-20,164
511,0,-20,164
512,0,-20,164
513,0,-20,164
514,0,-20,164
515,0,-20,164
516,0,-20,164
517,0,-20,164
518,0,-20,164
519,0,-20,164
520,0,-20,164
521,0,-20,164
522,0,-20,164
523,0,-20,164
524,0,-20,164
525,0,-20,164
526,0,-20,164
527,0,-20,164
528,0,-20,164
529,0,-20,164
530,0,-20,164
531,0,-20,164
532,0,-20,164
533,0,-20,164
534,0,-20,164
535,0,-20,164
536,0,-20,164
537,0,-20,164
538,0,-20,164
539,0,-20,164
540,0,-20,164
541,0,-20,164
542,0,-20,164
543,0,-20,164
544,0,-20,164
545,0,-20,164
546,0,-20,164
547,0,-20,164
548,0,-20,164
549,0,-20,164
550,0,-20,164
551,0,-20,164
552,0,-20,164
553,0,-20,164
554,0,-20,164
555,0,-20,164
556,0,-20,164
557,0,-20,164
558,0,-20,164
559,0,-20,164
560,0,-20,164
561,0,-20,164
562,0,-20,164
563,0,-20,164
564,0,-20,164
565,0,-20,164
566,0,-20,164
567,0,-20,164
568,0,-20,164
569,0,-20,164
570,0,-20,164
571,0,-20,164
572,0,-20,164
573,0,-20,164
574,0,-20,164
575,0,-20,164
576,0,-20,164
577,0,-20,164
578,0,-20,164
579,0,-20,164
580,0,-20,164
581,0,-20,164
582,0,-20,164
583,0,-20,164
584,0,-20,164
585,0,-20,164
586,0,-20,164
587,0,-20,164
588,0,-20,164
589,0,-20,164
590,0,-20,164
591,0,-20,164
592,0,-20,164
593,0,-20,164
594,0,-20,164
595,0,-20,164
596,0,-20,164
597,0,-20,164
598,0,-20,164
599,0,-20,164
600,0,-20,164
601,0,-20,164
602,0,-20,164
603,0,-20,164
604,0,-20,164
605,0,-20,164
606,0,-20,164
607,0,-20,164
608,0,-20,164
609,0,-20,164
610,0,-20,164
611,0,-20,164
612,0,-20,164
613,0,-20,164
614,0,-20,164
615,0,-20,164
616,0,-20,164
617,0,-20,164
618,0,-20,164
619,0,-20,164
620,0,-20,164
621,0,-20,164
622,0,-20,164
623,0,-20,164
624,0,-20,164
625,0,-20,164
626,0,-20,164
627,0,-20,164
628,0,-20,164
629,0,-20,164
630,0,-20,164
631,0,-20,164
632,0,-20,164
633,0,-20,164
634,0,-20,164
635,0,-20,164
636,0,-20,164
637,0,-20,164
638,0,-20,164
639,0,-20,164
640,0,-20,164
641,0,-20,164
642,0,-20,164
643,0,-20,164
644,0,-20,164
645,0,-20,164
646,0,-20,164
647,0,-20,164
648,0,-20,164
649,0,-20,164
650,0,-20,164
651,0,-20,164
652,0,-20,164
653,0,-20,164
654,0,-20,164
655,0,-20,164
656,0,-20,164
657,0,-20,164
658,0,-20,164
659,0,-20,164
660,0,-20,164
661,0,-20,164
662,0,-20,164
663,0,-20,164
664,0,-20,164
665,0,-20,164
666,0,-20,164
667,0,-20,164
668,0,-20,164
669,0,-20,164
670,0,-20,164
671,0,-20,164
672,0,-20,164
673,0,-20,164
674,0,-20,164
675,0,-20,164
676,0,-20,164
677,0,-20,164
678,0,-20,164
679,0,-20,164
680,0,-20,164
681,0,-20,164
682,0,-20,164
683,0,-20,164
684,0,-20,164
685,0,-20,164
686,0,-20,164
687,0,-20,164
688,0,-20,164
689,0,-20,164
690,0,-20,164
691,0,-20,164
692,0,-20,164
693,0,-20,164
694,0,-20,164
695,0,-20,164
696,0,-20,164
697,0,-20,164
698,0,-20,164
699,0,-20,164
700,0,-20,164
701,0,-20,164
702,0,-20,164
703,0,-20,164
704,0,-20,164
705,0,-20,164
706,0,-20,164
707,0,-20,164
708,0,-20,164
709,0,-20,164
710,0,-20,164
711,0,-20,164
712,0,-20,164
713,0,-20,164
714,0,-20,164
715,0,-20,164
716,0,-20,164
717,0,-20,164
718,0,-20,164
719,0,-20,164
720,0,-20,164
721,0,-20,164
722,0,-20,164
723,0,-20,164
724,0,-20,164
725,0,-20,164
726,0,-20,164
727,0,-20,164
728,0,-20,164
729,0,-20,164
730,0,-20,164
731,0,-20,164
732,0,-20,164
733,0,-20,164
734,0,-20,164
735,0,-20,164
736,0,-20,164
737,0,-20,164
738,0,-20,164
739,0,-20,164
740,0,-20,164
741,0,-20,164
742,0,-20,164
743,0,-20,164
744,0,-20,164
745,0,-20,164
746,0,-20,164
747,0,-20,164
748,0,-20,164
749,0,-20,164
750,0,-20,164
751,0,-20,164
752,0,-20,164
753,0,-20,164
754,0,-20,164
755,0,-20,164
756,0,-20,164
757,0,-20,164
758,0,-20,164
759,0,-20,164
760,0,-20,164
761,0,-20,164
762,0,-20,164
763,0,-20,164
764,0,-20,164
765,0,-20,164
766,0,-20,164
767,0,-20,164
768,0,-20,164
769,0,-20,164
770,0,-20,164
771,0,-20,164
772,0,-20,164
773,0,-20,164
774,0,-20,164
775,0,-20,164
776,0,-20,164
777,0,-20,164
778,0,-20,164
779,0,-20,164
780,0,-20,164
781,0,-20,164
782,0,-20,164
783,0,-20,164
784,0,-20,164
785,0,-20,164
786,0,-20,164
787,0,-20,164
788,0,-20,164
789,0,-20,164
790,0,-20,164
791,0,-20,164
792,0,-20,164
793,0,-20,164
794,0,-20,164
795,0,-20,164
796,0,-20,164
797,0,-20,164
798,0,-20,164
799,0,-20,164
800,0,-20,164
801,0,-20,164
802,0,-20,164
803,0,-20,164
804,0,-20,164
805,0,-20,164
806,0,-20,164
807,0,-20,164
808,0,-20,164
809,0,-20,164
810,0,-20,164
811,0,-20,164
812,0,-20,164
813,0,-20,164
814,0,-20,164
815,0,-20,164
816,0,-20,164
817,0,-20,164
818,0,-20,164
819,0,-20,164
820,0,-20,164
821,0,-20,164
822,0,-20,164
823,0,-20,164
824,0,-20,164
825,0,-20,164
826,0,-20,164
827,0,-20,164
828,0,-20,164
829,0,-20,164
830,0,-20,164
831,0,-20,164
832,0,-20,164
833,0,-20,164
834,0,-20,164
835,0,-20,164
836,0,-20,164
837,0,-20,164
838,0,-20,164
839,0,-20,164
840,0,-20,164
841,0,-20,164
842,0,-20,164
843,0,-20,164
844,0,-20,164
845,0,-20,164
846,0,-20,164
847,0,-20,164
848,0,-20,164
849,0,-20,164
850,0,-20,164
851,0,-20,164
852,0,-20,164
853,0,-20,164
854,0,-20,164
855,0,-20,164
856,0,-20,164
857,0,-20,164
858,0,-20,164
859,0,-20,164
860,0,-20,164
861,0,-20,164
862,0,-20,164
863,0,-20,164
864,0,-20,164
865,0,-20,164
866,0,-20,164
867,0,-20,164
868,0,-20,164
869,0,-20,164
870,0,-20,164
871,0,-20,164
872,0,-20,164
873,0,-20,164
874,0,-20,164
875,0,-20,164
876,0,-20,164
877,0,-20,164
878,0,-20,164
879,0,-20,164
880,0,-20,164
881,0,-20,164
882,0,-20,164
883,0,-20,164
884,0,-20,164
885,0,-20,164
886,0,-20,164
887,0,-20,164
888,0,-20,164
889,0,-20,164
890,0,-20,164
891,0,-20,164
892,0,-20,164
893,0,-20,164
894,0,-20,164
895,0,-20,164
896,0,-20,164
897,0,-20,164
898,0,-20,164
899,0,-20,164
900,0,-20,164
901,0,-20,164
902,0,-20,164
903,0,-20,164
904,0,-20,164
905,0,-20,164
906,0,-20,164
907,0,-20,164
908,0,-20,164
909,0,-20,164
910,0,-20,164
911,0,-20,164
912,0,-20,164
913,0,-20,164
914,0,-20,164
915,0,-20,164
916,0,-20,164
917,0,-20,164
918,0,-20,164
919,0,-20,164
920,0,-20,164
921,0,-20,164
922,0,-20,164
923,0,-20,164
924,0,-20,164
925,0,-20,164
926,0,-20,164
927,0,-20,164
928,0,-20,164
929,0,-20,164
930,0,-20,164
931,0,-20,164
932,0,-20,164
933,0,-20,164
934,0,-20,164
935,0,-20,164
936,0,-20,164
937,0,-20,164
938,0,-20,164
939,0,-20,164
940,0,-20,164
941,0,-20,164
942,0,-20,164
943,0,-20,164
944,0,-20,164
945,0,-20,164
946,0,-20,164
947,0,-20,164
948,0,-20,164
949,0,-20,164
950,0,-20,164
951,0,-20,164
952,0,-20,164
953,0,-20,164
954,0,-20,164
955,0,-20,164
956,0,-20,164
957,0,-20,164
958,0,-20,164
959,0,-20,164
960,0,-20,164
961,0,-20,164
962,0,-20,164
963,0,-20,164
964,0,-20,164
965,0,-20,164
966,0,-20,164
967,0,-20,164
968,0,-20,164
969,0,-20,164
970,0,-20,164
971,0,-20,164
972,0,-20,164
973,0,-20,164
974,0,-20,164
975,0,-20,164
976,0,-20,164
977,0,-20,164
978,0,-20,164
979,0,-20,164
980,0,-20,164
981,0,-20,164
982,0,-20,164
983,0,-20,164
984,0,-20,164
985,0,-20,164
986,0,-20,164
987,0,-20,164
988,0,-20,164
989,0,-20,164
990,0,-20,164
991,0,-20,164
992,0,-20,164
993,0,-20,164
994,0,-20,164
995,0,-20,164
996,0,-20,164
997,0,-20,164
998,0,-20,164
999,0,-20,164
1000,0,-20,164
1001,300,-20,164
1002,300,-20,164
1003,300,-20,164
1004,300,-20,164
1005,300,-20,164
1006,300,-20,164
1007,300,-20,164
1008,300,-20,164
1009,300,-20,164
1010,300,-20,164
1011,300,-20,164
1012,300,-20,164
1013,300,-20,164
1014,300,-20,165
1015,300,-20,168
1016,300,-20,169
1017,300,-20,172
1018,300,-19,175
1019,300,-15,179
1020,300,-6,184
1021,300,7,191
1022,300,22,201
1023,300,39,214
1024,300,55,229
1025,300,70,245
1026,300,87,263
1027,300,104,283
1028,300,120,305
1029,300,136,330
1030,300,152,355
1031,300,169,383
1032,300,187,410
1033,300,209,435
1034,300,234,459
1035,300,261,477
1036,300,286,494
1037,300,307,511
1038,300,323,530
1039,300,339,551
1040,300,361,575
1041,300,389,599
1042,300,416,621
1043,300,440,643
1044,300,459,668
1045,300,479,694
1046,300,502,723
1047,300,528,756
1048,300,555,789
1049,300,581,823
1050,300,606,857
1051,300,631,892
1052,300,656,928
1053,300,681,963
1054,300,706,998
1055,300,733,1035
1056,300,762,1072
1057,300,791,1108
1058,300,821,1145
1059,300,854,1182
1060,300,886,1221
1061,300,918,1258
1062,300,947,1297
1063,300,976,1334
1064,300,1006,1370
1065,300,1038,1404
1066,300,1071,1441
1067,300,1104,1481
1068,300,1139,1519
1069,300,1175,1557
1070,300,1211,1599
1071,300,1250,1638
1072,300,1291,1681
1073,300,1331,1725
1074,300,1366,1765
1075,300,1400,1805
1076,300,1431,1850
1077,300,1463,1895
1078,300,1500,1940
1079,300,1539,1987
1080,300,1578,2031
1081,300,1616,2074
1082,300,1652,2121
1083,300,1688,2168
1084,300,1722,2212
1085,300,1756,2257
1086,300,1792,2304
1087,300,1831,2349
1088,300,1870,2394
1089,300,1908,2439
1090,300,1949,2484
1091,300,1990,2531
1092,300,2032,2577
1093,300,2071,2623
1094,300,2111,2672
1095,300,2150,2718
1096,300,2189,2765
1097,300,2229,2814
1098,300,2272,2862
1099,300,2317,2907
1100,300,2363,2951
1101,300,2408,2999
1102,300,2452,3048
1103,300,2496,3098
1104,300,2539,3146
1105,300,2582,3192
1106,300,2623,3238
1107,300,2666,3289
1108,300,2708,3337
1109,300,2752,3384
1110,300,2798,3433
1111,300,2844,3484
1112,300,2888,3530
1113,300,2933,3575
1114,300,2977,3628
1115,300,3026,3680
1116,300,3076,3729
1117,300,3125,3775
1118,300,3173,3823
1119,300,3219,3872
1120,300,3265,3926
1121,300,3312,3979
1122,300,3361,4027
1123,300,3410,4073
1124,300,3460,4125
1125,300,3510,4174
1126,300,3560,4224
1127,300,3608,4280
1128,300,3656,4333
1129,300,3706,4382
1130,300,3759,4432
1131,300,3808,4481
1132,300,3855,4531
1133,300,3903,4583
1134,300,3953,4635
1135,300,4005,4682
1136,300,4058,4731
1137,300,4112,4777
1138,300,4164,4828
1139,300,4215,4880
1140,300,4266,4928
1141,300,4320,4976
1142,300,4377,5025
1143,300,4432,5084
1144,300,4488,5143
1145,300,4542,5196
1146,300,4597,5246
1147,300,4650,5296
1148,300,4705,5341
1149,300,4760,5400
1150,300,4817,5458
1151,300,4873,5516
1152,300,4931,5569
1153,300,4989,5619
1154,300,5046,5668
1155,300,5104,5724
1156,300,5162,5782
1157,300,5220,5841
1158,300,5278,5893
1159,300,5337,5943
1160,300,5396,6001
1161,300,5454,6058
1162,300,5513,6116
1163,300,5572,6173
1164,300,5631,6227
1165,300,5690,6284
1166,300,5749,6342
1167,300,5810,6403
1168,300,5873,6462
1169,300,5937,6519
1170,300,6001,6581
1171,300,6065,6647
1172,300,6129,6712
1173,300,6193,6778
1174,300,6255,6843
1175,300,6317,6907
1176,300,6378,6970
1177,300,6439,7039
1178,300,6501,7111
1179,300,6563,7181
1180,300,6624,7249
1181,300,6685,7316
1182,300,6746,7384
1183,300,6807,7458
1184,300,6869,7534
1185,300,6933,7605
1186,300,6999,7674
1187,300,7066,7750
1188,300,7132,7828
1189,300,7198,7905
1190,300,7264,7975
1191,300,7330,8052
1192,300,7397,8131
1193,300,7464,8212
1194,300,7530,8289
1195,300,7597,8362
1196,300,7662,8439
1197,300,7727,8517
1198,300,7793,8595
1199,300,7860,8675
1200,300,7925,8747
1201,300,7991,8824
1202,300,8058,8906
1203,300,8127,8984
1204,300,8195,9063
1205,300,8263,9137
1206,300,8331,9214
1207,300,8398,9295
1208,300,8463,9374
1209,300,8527,9447
1210,300,8591,9518
1211,300,8653,9598
1212,300,8715,9673
1213,300,8775,9746
1214,300,8833,9818
1215,300,8891,9891
1216,300,8951,9964
1217,300,9013,10037
1218,300,9079,10108
1219,300,9149,10177
1220,300,9221,10246
1221,300,9294,10321
1222,300,9367,10395
1223,300,9437,10466
1224,300,9505,10539
1225,300,9568,10617
1226,300,9629,10687
1227,300,9690,10750
1228,300,9750,10816
1229,300,9810,10893
1230,300,9871,10973
1231,300,9932,11048
1232,300,9995,11119
1233,300,10062,11188
1234,300,10130,11254
1235,300,10198,11324
1236,300,10265,11396
1237,300,10330,11466
1238,300,10397,11532
1239,300,10463,11600
1240,300,10529,11672
1241,300,10595,11745
1242,300,10662,11815
1243,300,10730,11882
1244,300,10799,11947
1245,300,10867,12009
1246,300,10935,12074
1247,300,11003,12149
1248,300,11073,12225
1249,300,11143,12298
1250,300,11215,12369
1251,300,11286,12427
1252,300,11356,12485
1253,300,11426,12554
1254,300,11498,12623
1255,300,11570,12678
1256,300,11641,12731
1257,300,11713,12792
1258,300,11785,12858
1259,300,11858,12926
1260,300,11933,12985
1261,300,12008,13045
1262,300,12083,13115
1263,300,12157,13186
1264,300,12230,13250
1265,300,12305,13317
1266,300,12380,13387
1267,300,12457,13458
1268,300,12535,13523
1269,300,12616,13584
1270,300,12696,13652
1271,300,12775,13728
1272,300,12855,13802
1273,300,12935,13869
1274,300,13014,13932
1275,300,13093,14000
1276,300,13172,14073
1277,300,13253,14148
1278,300,13334,14222
1279,300,13415,14295
1280,300,13496,14368
1281,300,13576,14441
1282,300,13656,14512
1283,300,13737,14584
1284,300,13818,14658
1285,300,13899,14734
1286,300,13981,14811
1287,300,14064,14886
1288,300,14145,14962
1289,300,14226,15040
1290,300,14306,15119
1291,300,14385,15199
1292,300,14467,15278
1293,300,14553,15358
1294,300,14640,15439
1295,300,14725,15521
1296,300,14807,15600
1297,300,14887,15680
1298,300,14967,15761
1299,300,15048,15843
1300,300,15129,15923
1301,300,15210,16005
1302,300,15291,16087
1303,300,15373,16174
1304,300,15454,16258
1305,300,15533,16344
1306,300,15610,16428
1307,300,15686,16514
1308,300,15764,16599
1309,300,15846,16687
1310,300,15928,16776
1311,300,16006,16862
1312,300,16079,16950
1313,300,16152,17038
1314,300,16227,17128
1315,300,16306,17219
1316,300,16386,17311
1317,300,16464,17400
1318,300,16539,17487
1319,300,16617,17576
1320,300,16695,17667
1321,300,16774,17758
1322,300,16853,17850
1323,300,16929,17939
1324,300,17006,18027
1325,300,17083,18114
1326,300,17158,18202
1327,300,17231,18289
1328,300,17308,18376
1329,300,17385,18461
1330,300,17459,18544
1331,300,17532,18626
1332,300,17606,18708
1333,300,17682,18790
1334,300,17758,18871
1335,300,17833,18952
1336,300,17909,19031
1337,300,17985,19108
1338,300,18059,19183
1339,300,18129,19263
1340,300,18198,19345
1341,300,18272,19420
1342,300,18346,19493
1343,300,18421,19565
1344,300,18495,19636
1345,300,18569,19709
1346,300,18641,19783
1347,300,18710,19856
1348,300,18778,19930
1349,300,18852,20001
1350,300,18932,20070
1351,300,19008,20141
1352,300,19079,20218
1353,300,19150,20297
1354,300,19225,20372
1355,300,19302,20444
1356,300,19380,20513
1357,300,19456,20578
1358,300,19533,20649
1359,300,19611,20726
1360,300,19688,20802
1361,300,19767,20877
1362,300,19848,20956
1363,300,19928,21024
1364,300,20005,21090
1365,300,20078,21166
1366,300,20151,21241
1367,300,20226,21313
1368,300,20302,21383
1369,300,20380,21455
1370,300,20462,21533
1371,300,20544,21610
1372,300,20624,21685
1373,300,20703,21754
1374,300,20783,21829
1375,300,20865,21907
1376,300,20947,21982
1377,300,21029,22055
1378,300,21112,22129
1379,300,21195,22207
1380,300,21277,22283
1381,300,21358,22360
1382,300,21439,22437
1383,300,21521,22516
1384,300,21603,22593
1385,300,21686,22668
1386,300,21769,22746
1387,300,21852,22825
1388,300,21933,22905
1389,300,22014,22987
1390,300,22095,23072
1391,300,22175,23162
1392,300,22255,23248
1393,300,22334,23332
1394,300,22414,23418
1395,300,22494,23507
1396,300,22574,23597
1397,300,22653,23687
1398,300,22733,23772
1399,300,22813,23861
1400,300,22892,23960
1401,300,22974,24049
1402,300,23057,24134
1403,300,23143,24227
1404,300,23230,24324
1405,300,23318,24418
1406,300,23404,24506
1407,300,23489,24606
1408,300,23573,24705
1409,300,23658,24794
1410,300,23743,24885
1411,300,23828,24985
1412,300,23912,25085
1413,300,23996,25178
1414,300,24080,25267
1415,300,24165,25369
1416,300,24248,25468
1417,300,24330,25558
1418,300,24413,25651
1419,300,24496,25750
1420,300,24578,25842
1421,300,24659,25925
1422,300,24741,26015
1423,300,24824,26111
1424,300,24906,26201
1425,300,24988,26286
1426,300,25069,26374
1427,300,25149,26464
1428,300,25226,26549
1429,300,25304,26629
1430,300,25383,26716
1431,300,25462,26804
1432,300,25542,26890
1433,300,25622,26970
1434,300,25703,27052
1435,300,25783,27138
1436,300,25862,27222
1437,300,25941,27305
1438,300,26018,27390
1439,300,26094,27474
1440,300,26167,27556
1441,300,26241,27632
1442,300,26315,27711
1443,300,26389,27796
1444,300,26466,27874
1445,300,26544,27946
1446,300,26625,28025
1447,300,26704,28111
1448,300,26780,28195
1449,300,26857,28270
1450,300,26938,28343
1451,300,27018,28408
1452,300,27098,28473
1453,300,27178,28542
1454,300,27260,28614
1455,300,27342,28690
1456,300,27424,28761
1457,300,27506,28833
1458,300,27588,28912
1459,300,27669,28996
1460,300,27750,29077
